OBJECTID,Major,Minor,UniqID,DSID,Flow,RiverSeg,TidalWater,MajMin,Region,Watershed,MajBas,MinBas,RiverSimu,RiverName,CBSEG_92,FIPS,ST,CNTYNAME,CBW,FIPS_NHL,PRECIP,MEANPRECIP,LndRvrSeg,Acres,HGMR,Shape_Length,Shape_Area
1764,X,U,4091,4270,0,XU0_4091_4270,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Middle Patuxent River,PAXTF,24027,MD,HOWARD,Y,N24027,N,1125,N24027XU0_4091_4270,37071.64532,PCR,91166.15514,250485261.6
1765,X,U,4130,4070,0,XU0_4130_4070,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Patuxent River,PAXTF,24027,MD,HOWARD,Y,N24027,N,1125,N24027XU0_4130_4070,11272.61126,PCR,56670.59799,76290969.73
1766,X,U,4130,4070,0,XU0_4130_4070,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Patuxent River,PAXTF,24031,MD,MONTGOMERY,Y,N24031,N,1083,N24031XU0_4130_4070,10851.95587,PCR,65180.30115,73383895.68
1767,X,U,4270,4650,2,XU2_4270_4650,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Little Patuxent River,PAXTF,24003,MD,ANNE ARUNDEL,Y,N24003,N,1087,N24003XU2_4270_4650,28202.49373,CPD,73741.19265,189674873
1768,X,U,4270,4650,2,XU2_4270_4650,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Little Patuxent River,PAXTF,24027,MD,HOWARD,Y,N24027,N,1125,N24027XU2_4270_4650,12717.17096,CPD,67278.11103,85723235.3
1769,X,U,4330,4480,2,XU2_4330_4480,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Rocky Gorge Dam,PAXTF,24027,MD,HOWARD,Y,N24027,N,1125,N24027XU2_4330_4480,8023.025955,PCR,53133.47039,54077196.41
1770,X,U,4330,4480,2,XU2_4330_4480,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Rocky Gorge Dam,PAXTF,24033,MD,PRINCE GEORGES,Y,N24033,N,1082,N24033XU2_4330_4480,595.5679084,PCR,12802.72243,4010415.874
1771,X,U,4330,4480,2,XU2_4330_4480,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Rocky Gorge Dam,PAXTF,24031,MD,MONTGOMERY,Y,N24031,N,1083,N24031XU2_4330_4480,25656.75396,PCR,99932.06462,173025515.9
1772,X,U,4480,4650,2,XU2_4480_4650,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Patuxent River,PAXTF,24003,MD,ANNE ARUNDEL,Y,N24003,N,1087,N24003XU2_4480_4650,7085.498145,CPL,60664.00211,47631712.82
1773,X,U,4480,4650,2,XU2_4480_4650,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Patuxent River,PAXTF,24027,MD,HOWARD,Y,N24027,N,1125,N24027XU2_4480_4650,1721.112083,PCR,16005.83416,11588728.54
1774,X,U,4480,4650,2,XU2_4480_4650,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Patuxent River,PAXTF,24033,MD,PRINCE GEORGES,Y,N24033,N,1082,N24033XU2_4480_4650,21982.35519,CPD,86072.77385,147692441
1775,X,U,4650,1,3,XU3_4650_0001,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Patuxent River,PAXTF,24003,MD,ANNE ARUNDEL,Y,N24003,N,1087,N24003XU3_4650_0001,2894.418265,CPU,21097.81508,19413083.4
1776,X,U,4650,1,3,XU3_4650_0001,N,XU,Chesapeake Bay Watershed,Patuxent River Basin,Patuxent River Basin,"Patuxent River above Bowie, Maryland",Simulated River,Patuxent River,PAXTF,24033,MD,PRINCE GEORGES,Y,N24033,N,1082,N24033XU3_4650_0001,3145.95868,CPU,20335.06543,21096538.01
1777,Y,L,6580,1,2,YL2_6580_0001,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River",Simulated River,Piankatank River,PIAMH,51057,VA,ESSEX,Y,N51057,N,1106,N51057YL2_6580_0001,18513.73882,CPU,81418.99649,120213695.1
1778,Y,L,6580,1,2,YL2_6580_0001,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River",Simulated River,Piankatank River,PIAMH,51073,VA,GLOUCESTER,Y,N51073,N,1167,N51073YL2_6580_0001,5679.579926,CPL,37689.56402,36664648.45
1779,Y,L,6580,1,2,YL2_6580_0001,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River",Simulated River,Piankatank River,PIAMH,51097,VA,KING AND QUEEN,Y,N51097,N,1127,N51097YL2_6580_0001,46198.31403,CPU,125881.5652,299284013.6
1780,Y,L,6580,1,2,YL2_6580_0001,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River",Simulated River,Piankatank River,PIAMH,51119,VA,MIDDLESEX,Y,N51119,N,1144,N51119YL2_6580_0001,19250.49374,CPU,91758.36669,124528567.6
1781,Y,L,6581,0,0,YL0_6581_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,PIAMH,51073,VA,GLOUCESTER,Y,N51073,N,1167,N51073YL0_6581_0000,19478.29982,CPU,84968.60773,125574956.3
1782,Y,L,6581,0,0,YL0_6581_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,PIAMH,51115,VA,MATHEWS,Y,N51115,N,1164,N51115YL0_6581_0000,3751.783696,CPL,52510.31256,24180829.11
1783,Y,L,6581,0,0,YL0_6581_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,PIAMH,51119,VA,MIDDLESEX,Y,N51119,N,1144,N51119YL0_6581_0000,18955.36345,CPU,158673.087,122333756.6
1784,Y,L,6872,0,0,YL0_6872_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,MOBPH,51073,VA,GLOUCESTER,Y,N51073,N,1167,N51073YL0_6872_0000,9098.557929,CPL,84925.70316,58540960.42
1785,Y,L,6872,0,0,YL0_6872_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,MOBPH,51115,VA,MATHEWS,Y,N51115,N,1164,N51115YL0_6872_0000,27157.64207,CPL,282288.8387,174662180.1
1786,Y,L,6930,0,0,YL0_6930_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,YRKMH,51073,VA,GLOUCESTER,Y,N51073,N,1167,N51073YL0_6930_0000,32814.72545,CPL,185933.9304,211141090.6
1787,Y,L,6930,0,0,YL0_6930_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,YRKMH,51095,VA,JAMES CITY,Y,N51095,N,1190,N51095YL0_6930_0000,20903.17605,CPD,87182.64433,134318869.7
1788,Y,L,6930,0,0,YL0_6930_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,YRKMH,51097,VA,KING AND QUEEN,Y,N51097,N,1127,N51097YL0_6930_0000,21348.46153,CPL,116236.6989,137553476.3
1789,Y,L,6930,0,0,YL0_6930_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,YRKMH,51127,VA,NEW KENT,Y,N51127,N,1146,N51127YL0_6930_0000,9104.954562,CPL,58050.92394,58605538.35
1790,Y,L,6930,0,0,YL0_6930_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,YRKMH,51199,VA,YORK,Y,N51199,N,1197,N51199YL0_6930_0000,22972.71544,CPD,105610.6711,147296103
1791,Y,L,6930,0,0,YL0_6930_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,YRKMH,51830,VA,WILLIAMSBURG,Y,N51830,N,1208,N51830YL0_6930_0000,1391.9557,CPU,23501.22918,8915564.194
1792,Y,L,7010,0,0,YL0_7010_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Owens Creek,MOBPH,51073,VA,GLOUCESTER,Y,N51073,N,1167,N51073YL0_7010_0000,39361.45888,CPU,189536.1567,253106161.3
1793,Y,L,7230,0,0,YL0_7230_0000,N,YL,Chesapeake Bay Watershed,York River Basin,York River Basin,"York River below Mattaponi and Pamunkey confluence, including Piankatank River","Direct Drainage, CB",Drains to Tidal Water - No River Simulation,MOBPH,51073,VA,GLOUCESTER,Y,N51073,N,1167,N51073YL0_7230_0000,17915.87324,CPL,274916.2523,114859619.1
1794,Y,M,6120,6430,2,YM2_6120_6430,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Po river,MPNTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YM2_6120_6430,34574.1498,CPU,78361.64716,226357543.7
1795,Y,M,6120,6430,2,YM2_6120_6430,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Po river,MPNTF,51137,VA,ORANGE,Y,N51137,N,1100,N51137YM2_6120_6430,3236.498447,PCR,25760.35658,21263439.09
1796,Y,M,6120,6430,2,YM2_6120_6430,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Po river,MPNTF,51177,VA,SPOTSYLVANIA,Y,N51177,N,1104,N51177YM2_6120_6430,126922.4481,PCR,148347.8228,832359581.3
1797,Y,M,6370,6620,1,YM1_6370_6620,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Marracossic Creek,MPNTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YM1_6370_6620,75116.34854,CPU,142549.7067,490372131.9
1798,Y,M,6370,6620,1,YM1_6370_6620,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Marracossic Creek,MPNTF,51097,VA,KING AND QUEEN,Y,N51097,N,1127,N51097YM1_6370_6620,12621.29371,CPD,54062.44402,82253404.03
1799,Y,M,6430,6620,3,YM3_6430_6620,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Mattaponi River,MPNTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YM3_6430_6620,117766.141,CPU,182786.7753,767996669.3
1800,Y,M,6430,6620,3,YM3_6430_6620,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Mattaponi River,MPNTF,51101,VA,KING WILLIAM,Y,N51101,N,1118,N51101YM3_6430_6620,3362.338412,CPL,37125.6489,21877545.89
1801,Y,M,6430,6620,3,YM3_6430_6620,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Mattaponi River,MPNTF,51177,VA,SPOTSYLVANIA,Y,N51177,N,1104,N51177YM3_6430_6620,8601.231389,PCR,42744.10657,56210355.5
1802,Y,M,6620,1,4,YM4_6620_0001,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Mattaponi River,MPNTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YM4_6620_0001,6393.786143,CPU,42543.43106,41551735.53
1803,Y,M,6620,1,4,YM4_6620_0001,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Mattaponi River,MPNTF,51097,VA,KING AND QUEEN,Y,N51097,N,1127,N51097YM4_6620_0001,32345.42662,CPU,105068.1745,210434612.1
1804,Y,M,6620,1,4,YM4_6620_0001,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,Simulated River,Mattaponi River,MPNTF,51101,VA,KING WILLIAM,Y,N51101,N,1118,N51101YM4_6620_0001,30389.21526,CPU,80759.31786,197461798.6
1805,Y,M,6622,0,0,YM0_6622_0000,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,MPNTF,51097,VA,KING AND QUEEN,Y,N51097,N,1127,N51097YM0_6622_0000,40943.59409,CPU,118166.8684,265640556.1
1806,Y,M,6622,0,0,YM0_6622_0000,N,YM,Chesapeake Bay Watershed,York River Basin,York River Basin,Mattaponi River,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,MPNTF,51101,VA,KING WILLIAM,Y,N51101,N,1118,N51101YM0_6622_0000,19093.57096,CPL,95432.95858,123765255.4
1807,Y,P,6330,6700,3,YP3_6330_6700,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YP3_6330_6700,22268.4683,PCR,103221.6765,145057267.9
1808,Y,P,6330,6700,3,YP3_6330_6700,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP3_6330_6700,20091.57107,PCR,107966.236,130848428.1
1809,Y,P,6330,6700,3,YP3_6330_6700,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51109,VA,LOUISA,Y,N51109,N,1119,N51109YP3_6330_6700,3953.975833,PCR,24184.23133,25783580.97
1810,Y,P,6330,6700,3,YP3_6330_6700,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51177,VA,SPOTSYLVANIA,Y,N51177,N,1104,N51177YP3_6330_6700,31516.50457,PCR,91698.46625,206096908.8
1811,Y,P,6390,6330,2,YP2_6390_6330,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna Dam,PMKTF,51109,VA,LOUISA,Y,N51109,N,1119,N51109YP2_6390_6330,95452.94671,PCR,165851.6166,623627085.3
1812,Y,P,6390,6330,2,YP2_6390_6330,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna Dam,PMKTF,51137,VA,ORANGE,Y,N51137,N,1100,N51137YP2_6390_6330,85371.57594,PCR,125430.7462,559784379.7
1813,Y,P,6390,6330,2,YP2_6390_6330,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna Dam,PMKTF,51177,VA,SPOTSYLVANIA,Y,N51177,N,1104,N51177YP2_6390_6330,38009.17958,PCR,112997.9129,248816679
1814,Y,P,6470,6690,3,YP3_6470_6690,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51003,VA,ALBEMARLE,Y,N51003,N,1124,N51003YP3_6470_6690,6420.841561,PCR,27967.68849,41999653.57
1815,Y,P,6470,6690,3,YP3_6470_6690,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51065,VA,FLUVANNA,Y,N51065,N,1085,N51065YP3_6470_6690,380.416565,PCR,14490.43285,2475323.131
1816,Y,P,6470,6690,3,YP3_6470_6690,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51075,VA,GOOCHLAND,Y,N51075,N,1097,N51075YP3_6470_6690,6760.299318,PCR,81133.41538,43874060.9
1817,Y,P,6470,6690,3,YP3_6470_6690,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP3_6470_6690,57577.627,PCR,92518.73841,373330335.5
1818,Y,P,6470,6690,3,YP3_6470_6690,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51109,VA,LOUISA,Y,N51109,N,1119,N51109YP3_6470_6690,177905.2893,PCR,201396.7386,1158465429
1819,Y,P,6470,6690,3,YP3_6470_6690,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51137,VA,ORANGE,Y,N51137,N,1100,N51137YP3_6470_6690,3926.395041,PCR,25488.36087,25705455.63
1820,Y,P,6570,6680,1,YP1_6570_6680,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Little River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP1_6570_6680,31189.62701,PCR,79383.95283,202958854.6
1821,Y,P,6570,6680,1,YP1_6570_6680,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Little River,PMKTF,51109,VA,LOUISA,Y,N51109,N,1119,N51109YP1_6570_6680,37128.79983,PCR,80073.12156,241763742.4
1822,Y,P,6670,6720,3,YP3_6670_6720,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YP3_6670_6720,4857.957688,CPD,30594.57187,31563190.62
1823,Y,P,6670,6720,3,YP3_6670_6720,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP3_6670_6720,1142.25012,CPL,16890.1487,7416490.589
1824,Y,P,6680,6670,1,YP1_6680_6670,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Little River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP1_6680_6670,7422.0067,PCR,35339.26669,48224823.4
1825,Y,P,6690,6720,3,YP3_6690_6720,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP3_6690_6720,44942.00107,PCR,125696.9375,291820487.2
1826,Y,P,6690,6720,3,YP3_6690_6720,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,South Anna River,PMKTF,51109,VA,LOUISA,Y,N51109,N,1119,N51109YP3_6690_6720,855.6392833,PCR,11656.15697,5561168.292
1827,Y,P,6700,6670,3,YP3_6700_6670,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YP3_6700_6670,261.4132641,CPL,11116.76617,1698661.731
1828,Y,P,6700,6670,3,YP3_6700_6670,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,North Anna River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP3_6700_6670,2259.57851,CPU,21449.79725,14684355.53
1829,Y,P,6720,6750,4,YP4_6720_6750,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Pamunkey River,PMKTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YP4_6720_6750,6170.119261,CPL,37350.21676,40056195.91
1830,Y,P,6720,6750,4,YP4_6720_6750,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Pamunkey River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP4_6720_6750,18400.26176,CPU,68746.21648,119290695.2
1831,Y,P,6720,6750,4,YP4_6720_6750,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Pamunkey River,PMKTF,51101,VA,KING WILLIAM,Y,N51101,N,1118,N51101YP4_6720_6750,759.3564345,CPL,14842.114,4927210.46
1832,Y,P,6750,1,4,YP4_6750_0001,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Pamunkey River,PMKTF,51033,VA,CAROLINE,Y,N51033,N,1092,N51033YP4_6750_0001,866.0311013,CPU,11771.90505,5624075.689
1833,Y,P,6750,1,4,YP4_6750_0001,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Pamunkey River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP4_6750_0001,23292.45983,CPL,97154.30821,150815316.1
1834,Y,P,6750,1,4,YP4_6750_0001,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Pamunkey River,PMKTF,51101,VA,KING WILLIAM,Y,N51101,N,1118,N51101YP4_6750_0001,20769.47445,CPU,92452.56742,134664425
1835,Y,P,6780,0,5,YP5_6780_0000,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,"Direct Drainage, CB",Pamunkey River,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP5_6780_0000,30149.44544,CPD,105818.227,194806868.1
1836,Y,P,6780,0,5,YP5_6780_0000,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,"Direct Drainage, CB",Pamunkey River,PMKTF,51101,VA,KING WILLIAM,Y,N51101,N,1118,N51101YP5_6780_0000,49805.12469,CPU,165000.4332,322483882.1
1837,Y,P,6780,0,5,YP5_6780_0000,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,"Direct Drainage, CB",Pamunkey River,PMKTF,51127,VA,NEW KENT,Y,N51127,N,1146,N51127YP5_6780_0000,23291.41726,CPD,81749.12716,150285851.4
1838,Y,P,6840,1,0,YP0_6840_0001,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Totoponomoy Creek,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP0_6840_0001,3153.725465,CPL,25181.6855,20399294.42
1839,Y,P,6860,6840,0,YP0_6860_6840,N,YP,Chesapeake Bay Watershed,York River Basin,York River Basin,Pamunkey River,Simulated River,Totoponomoy Creek,PMKTF,51085,VA,HANOVER,Y,N51085,N,1111,N51085YP0_6860_6840,16212.0107,CPU,68767.215,104846574.7
1840,E,U,3301,0,0,EU0_3301_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB1TF,24015,MD,CECIL,Y,N24015,N,1143,N24015EU0_3301_0000,3615.49974,CPD,42042.32865,24556989.91
1841,E,U,3131,0,0,EU0_3131_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,ELKOH,24015,MD,CECIL,Y,N24015,N,1143,N24015EU0_3131_0000,6326.261213,CPD,63640.81647,43088389.36
1842,E,U,4016,0,0,EU0_4016_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24029,MD,KENT,Y,N24029,N,1107,N24029EU0_4016_0000,1013.6376,CPL,23525.54517,6839949.595
1843,E,U,4120,0,0,EU0_4120_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CHSOH,24029,MD,KENT,Y,N24029,N,1107,N24029EU0_4120_0000,3029.6027,CPL,32035.92531,20434211.67
1844,E,U,4120,0,0,EU0_4120_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CHSOH,24035,MD,QUEEN ANNES,Y,N24035,N,1099,N24035EU0_4120_0000,475.2090097,CPD,9330.831041,3204138.362
1845,E,U,4124,0,0,EU0_4124_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24035,MD,QUEEN ANNES,Y,N24035,N,1099,N24035EU0_4124_0000,424.3548128,CPL,12780.04564,2850873.664
1846,E,U,4490,0,0,EU0_4490_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24035,MD,QUEEN ANNES,Y,N24035,N,1099,N24035EU0_4490_0000,1294.183351,CPL,21371.90063,8688967.34
1847,E,U,4123,0,0,EU0_4123_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24029,MD,KENT,Y,N24029,N,1107,N24029EU0_4123_0000,654.599929,CPL,14715.53786,4399498.523
1848,E,U,4125,0,0,EU0_4125_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,CB3MH,24029,MD,KENT,Y,N24029,N,1107,N24029EU0_4125_0000,1712.547437,CPL,40590.27906,11530419.22
1849,E,U,3010,0,0,EU0_3010_0000,N,EU,Chesapeake Bay Watershed,Eastern Shore of Chesapeake Bay,Eastern Shore of Chesapeake Bay,Upper Eastern Shore,"Direct Drainage, CB",Drains to Tidal Water - No River Simulation,C&DOH_MD,24015,MD,CECIL,Y,N24015,N,1143,N24015EU0_3010_0000,8812.443483,CPD,73380.35986,60071044.26
