PASpringID,HydrologicUnit,Spring_Type,Permanence,SphereOfDischarge,NumOfOpenings,FormationName,Lithology,ContributingUnit,DischargeType,SourceOfDischargeData,DischMeasMethod,Discharge(gpm),DateDischarged,VisitorName,VisitDate,County
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,12200,8/20/1965, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10500,1/17/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,15700,7/7/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,18300,6/10/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,17000,2/12/1952, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,12200,8/20/1965, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10500,1/17/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,11300,12/8/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10500,1/17/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,11300,12/8/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10800,11/8/1971, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,11300,12/8/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10800,11/8/1971, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,15700,7/7/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,18300,6/10/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,17000,2/12/1952, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,12200,8/20/1965, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10800,11/8/1971, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,15700,7/7/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,18300,6/10/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,17000,2/12/1952, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,12200,8/20/1965, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10500,1/17/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,15700,7/7/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,18300,6/10/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,17000,2/12/1952, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,12200,8/20/1965, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10500,1/17/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,11300,12/8/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10500,1/17/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,11300,12/8/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10800,11/8/1971, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,11300,12/8/1967, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10800,11/8/1971, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,15700,7/7/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,18300,6/10/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,17000,2/12/1952, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,12200,8/20/1965, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10800,11/8/1971, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,15700,7/7/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,18300,6/10/1944, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,17000,2/12/1952, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,12200,8/20/1965, , ,Cumberland
1273,2050305,PERCHED AND TUBULAR ,PERENNIAL ,SUBAQUEOUS ,10,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,10500,1/17/1967, , ,Cumberland
1272,2050305,PERCHED AND TUBULAR ,PERENNIAL , , ,ELBROOK FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,CALIBRATED AIRLINE ,15700,7/7/1944, , ,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,2500,11/17/1970,WETTERHALL W. S. ,11/17/1970,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1400,10/28/1970, , ,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,900,11/11/1971, , ,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,2500,11/17/1970,WETTERHALL W. S. ,11/17/1970,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1400,10/28/1970, , ,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,REPORTED METHOD NOT KNOWN ,900,11/11/1971, , ,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,2500,11/17/1970,WETTERHALL W. S. ,11/17/1970,Cumberland
1271,2050305,CONTACT , ,SUBAERIAL , ,CHAMBERSBURG FORMATION ,LIMESTONE AND SHALE ,PRIMARY ,FLOWING ,USGS OR PAGS ,ESTIMATED ,1400,10/28/1970, , ,Cumberland
